phase,user_id,post_id,successful,created_time,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_9999
2,5,106559059416913_240899475956626,1,"2019-05-20 09:32:23",1,1,1,0,0,0,0,0,1,0,0
2,1,106559059416913_246356695437148,1,"2019-05-17 16:24:33",0,0,0,0,0,0,0,0,0,0,1
2,2,106559059416913_246356695437148,1,"2019-05-20 16:56:03",1,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_246356695437148,1,"2019-05-19 16:51:35",0,0,1,0,0,0,0,0,0,0,0
2,4,106559059416913_246356695437148,0,"2019-05-23 16:33:32",0,0,0,1,1,0,0,0,0,0,0
2,5,106559059416913_246356695437148,0,"2019-05-20 09:57:23",0,0,0,0,0,0,0,0,0,0,1
2,1,106559059416913_310045862401564,1,"2019-06-06 09:59:39",0,0,0,0,1,0,0,0,0,0,0
2,2,106559059416913_310045862401564,0,"2019-06-05 18:37:36",0,0,0,0,1,0,0,0,0,0,0
2,3,106559059416913_310045862401564,0,"2019-06-06 10:25:47",0,0,0,0,1,0,0,0,0,0,0
2,4,106559059416913_310045862401564,1,"2019-06-06 10:01:21",0,0,0,0,1,0,0,0,0,0,0
2,5,106559059416913_310045862401564,1,"2019-06-06 13:27:13",0,0,0,0,1,0,0,0,0,0,0
2,1,106559059416913_314874918585325,1,"2019-05-17 16:26:06",0,0,1,0,1,0,0,0,1,0,0
2,2,106559059416913_314874918585325,1,"2019-05-20 16:37:17",1,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_314874918585325,1,"2019-05-19 16:52:53",0,0,1,0,0,0,0,0,0,0,0
2,4,106559059416913_314874918585325,0,"2019-05-23 16:49:43",0,0,1,0,1,0,0,0,0,0,0
2,5,106559059416913_314874918585325,1,"2019-05-27 09:16:26",0,0,1,0,1,0,0,0,1,0,0
2,1,106559059416913_320584331306611,1,"2019-05-17 16:24:54",0,0,1,0,1,0,0,0,1,1,0
2,2,106559059416913_320584331306611,1,"2019-05-20 16:55:29",0,0,0,0,0,0,0,0,1,0,0
2,3,106559059416913_320584331306611,1,"2019-05-19 16:40:24",0,0,1,0,0,0,0,0,0,0,0
2,4,106559059416913_320584331306611,0,"2019-05-23 16:25:11",0,0,1,0,0,0,0,0,0,0,0
2,5,106559059416913_320584331306611,1,"2019-05-27 09:12:07",0,0,1,0,1,0,0,0,0,0,0
2,1,106559059416913_322393817833435,1,"2019-05-17 16:34:54",0,0,1,0,1,1,0,0,1,0,0
2,2,106559059416913_322393817833435,1,"2019-05-20 17:24:23",0,0,1,0,1,0,0,0,1,0,0
2,3,106559059416913_322393817833435,1,"2019-05-19 16:50:26",0,0,1,0,0,0,0,0,0,0,0
2,4,106559059416913_322393817833435,1,"2019-05-23 16:28:22",0,0,1,0,1,0,0,0,0,0,0
2,5,106559059416913_322393817833435,0,"2019-05-27 09:12:24",0,0,1,0,1,0,0,0,0,0,0
2,1,106559059416913_353233508082799,1,"2019-05-17 16:17:00",0,0,0,1,1,1,0,0,0,0,0
2,2,106559059416913_353233508082799,0,"2019-05-20 16:43:59",0,0,0,0,1,0,0,0,0,0,0
2,3,106559059416913_353233508082799,0,"2019-05-19 16:34:54",0,0,0,0,0,0,0,0,1,0,0
2,4,106559059416913_353233508082799,0,"2019-05-23 16:21:01",1,0,1,0,1,0,0,0,0,0,0
2,5,106559059416913_353233508082799,0,"2019-05-20 09:45:37",1,0,0,0,0,0,0,0,1,0,0
2,1,106559059416913_356898131049670,1,"2019-06-05 23:08:19",0,0,1,0,0,0,0,0,0,0,0
2,2,106559059416913_356898131049670,1,"2019-06-05 18:55:07",0,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_356898131049670,1,"2019-06-06 10:03:36",0,0,1,0,0,0,0,0,0,1,0
2,4,106559059416913_356898131049670,1,"2019-06-06 10:02:48",0,0,1,0,0,0,0,0,0,1,0
2,5,106559059416913_356898131049670,1,"2019-06-06 13:28:14",0,0,1,0,0,0,0,0,1,1,0
2,1,106559059416913_363801383692678,1,"2019-05-17 16:31:06",0,0,1,0,1,1,0,0,1,0,0
2,2,106559059416913_363801383692678,1,"2019-05-20 16:46:13",0,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_363801383692678,1,"2019-05-19 16:53:47",0,0,1,0,0,0,0,0,0,0,0
2,4,106559059416913_363801383692678,1,"2019-05-23 16:54:03",0,0,1,1,0,0,0,0,0,0,0
2,5,106559059416913_363801383692678,1,"2019-05-20 09:37:49",0,0,1,0,1,0,0,0,0,0,0
2,1,106559059416913_365018230237660,1,"2019-05-17 16:25:42",0,0,0,0,1,0,0,0,0,1,0
2,2,106559059416913_365018230237660,1,"2019-05-20 16:58:32",0,0,0,0,0,0,0,0,1,0,0
2,3,106559059416913_365018230237660,1,"2019-05-19 16:42:53",0,0,0,0,1,0,0,0,0,0,0
2,4,106559059416913_365018230237660,1,"2019-05-23 16:18:07",0,0,0,0,1,0,0,0,0,0,0
2,5,106559059416913_365018230237660,1,"2019-05-20 09:43:21",0,0,0,0,1,0,0,0,0,0,0
2,1,106559059416913_614821861923961,1,"2019-05-17 16:34:23",0,0,1,0,1,0,0,0,1,0,0
2,2,106559059416913_614821861923961,0,"2019-05-20 16:34:10",1,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_614821861923961,1,"2019-05-19 16:42:08",0,0,1,0,0,0,0,0,1,0,0
2,4,106559059416913_614821861923961,0,"2019-05-23 16:38:51",0,0,1,1,0,0,0,0,0,0,0
2,5,106559059416913_614821861923961,1,"2019-05-20 09:33:24",1,0,0,0,0,0,0,0,1,0,0
2,1,106559059416913_638401132899367,1,"2019-05-17 16:10:38",0,0,0,0,1,0,0,0,1,0,0
2,2,106559059416913_638401132899367,1,"2019-05-20 16:36:41",1,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_638401132899367,1,"2019-05-19 16:33:46",0,0,1,0,0,0,0,0,1,0,0
2,4,106559059416913_638401132899367,1,"2019-05-23 16:31:43",0,1,1,0,0,0,0,0,0,0,0
2,5,106559059416913_638401132899367,1,"2019-05-20 09:45:20",0,0,1,0,0,0,0,0,0,0,0
2,1,106559059416913_671291192943694,1,"2019-05-17 16:21:11",0,1,1,0,1,0,0,0,0,0,0
2,2,106559059416913_671291192943694,1,"2019-05-20 17:28:29",0,0,1,0,1,0,0,0,0,0,0
2,3,106559059416913_671291192943694,1,"2019-05-19 16:41:27",0,0,1,0,0,0,0,0,1,1,0
2,4,106559059416913_671291192943694,1,"2019-05-23 16:24:42",0,1,1,0,0,0,0,0,0,0,0
2,5,106559059416913_671291192943694,1,"2019-05-20 09:34:25",0,0,1,0,1,0,0,0,0,0,0
2,1,106559059416913_752173961522083,1,"2019-05-17 16:25:23",1,0,1,1,1,0,0,0,0,0,0
2,2,106559059416913_752173961522083,1,"2019-05-20 17:23:31",0,0,0,0,1,0,0,0,1,1,0
2,3,106559059416913_752173961522083,1,"2019-05-19 16:35:49",0,0,1,0,0,0,0,0,1,0,0
2,4,106559059416913_752173961522083,1,"2019-05-23 16:54:27",1,1,1,1,1,0,0,0,0,0,0
2,5,106559059416913_752173961522083,1,"2019-05-27 08:38:26",1,0,1,0,0,0,0,0,1,0,0
2,1,106559059416913_763522017053944,0,"2019-05-17 16:16:23",0,0,0,1,0,0,0,0,0,0,0
2,2,106559059416913_763522017053944,1,"2019-05-20 17:27:50",0,0,0,0,0,0,0,0,0,0,1
2,3,106559059416913_763522017053944,0,"2019-05-19 16:55:13",0,0,0,0,0,0,0,0,0,0,1
2,4,106559059416913_763522017053944,0,"2019-05-23 16:27:47",1,0,0,0,0,0,0,0,0,0,0
2,5,106559059416913_763522017053944,0,"2019-05-20 09:55:58",0,0,0,0,1,0,0,0,0,0,0
2,1,106559059416913_801005463305599,1,"2019-05-17 16:15:13",0,0,0,1,0,1,0,0,1,0,0
2,2,106559059416913_801005463305599,1,"2019-05-20 16:46:53",0,0,0,0,1,0,0,0,1,0,0
2,3,106559059416913_801005463305599,1,"2019-05-19 16:49:00",1,0,0,0,1,0,0,0,1,0,0
2,4,106559059416913_801005463305599,1,"2019-05-23 16:24:03",1,0,1,0,0,0,0,0,0,0,0
2,5,106559059416913_801005463305599,0,"2019-05-20 09:43:50",0,0,0,0,1,0,0,0,1,0,0
2,1,106559059416913_802597573146388,0,"2019-05-17 16:17:52",0,1,1,0,0,0,0,0,0,0,0
2,2,106559059416913_802597573146388,0,"2019-05-20 16:56:40",0,0,1,0,0,0,0,0,1,0,0
2,3,106559059416913_802597573146388,0,"2019-05-19 16:46:26",0,0,1,0,0,0,0,0,0,0,0
2,4,106559059416913_802597573146388,0,"2019-05-23 16:34:05",1,1,1,0,0,0,0,0,0,0,0
2,5,106559059416913_802597573146388,1,"2019-05-27 09:13:33",0,0,1,0,1,0,0,0,0,0,0
2,1,106559059416913_812545638818248,0,"2019-05-17 16:31:35",0,0,0,0,0,0,0,0,0,0,1
2,2,106559059416913_812545638818248,1,"2019-05-20 16:44:56",1,0,0,0,0,0,0,0,0,0,0
2,3,106559059416913_812545638818248,0,"2019-05-19 16:42:31",0,0,0,0,0,0,0,0,0,0,1
2,4,106559059416913_812545638818248,0,"2019-05-23 16:22:26",1,0,0,0,1,0,0,0,0,0,0
2,5,106559059416913_812545638818248,1,"2019-05-20 09:34:05",1,0,0,0,1,0,0,0,1,0,0
2,1,106559059416913_905605579512253,0,"2019-06-06 09:50:29",0,0,0,0,1,0,0,0,0,0,0
2,2,106559059416913_905605579512253,0,"2019-06-05 19:00:13",0,0,0,0,0,0,0,0,1,0,0
2,3,106559059416913_905605579512253,0,"2019-06-06 09:49:13",0,0,0,0,1,0,0,0,0,0,0
2,4,106559059416913_905605579512253,0,"2019-06-06 09:44:47",0,0,0,0,0,0,0,0,0,0,1
2,5,106559059416913_905605579512253,0,"2019-06-06 13:30:38",0,0,0,0,1,0,0,0,0,0,0
2,1,106559059416913_937332476339563,1,"2019-05-17 16:37:15",0,0,0,0,1,0,0,0,0,0,0
2,2,106559059416913_937332476339563,1,"2019-05-20 16:38:36",1,0,1,0,0,0,0,0,0,0,0
2,3,106559059416913_937332476339563,1,"2019-05-19 16:41:08",0,0,0,0,1,0,0,0,1,0,0
2,4,106559059416913_937332476339563,1,"2019-05-23 16:50:12",0,0,0,1,1,0,0,0,0,0,0
2,5,106559059416913_937332476339563,1,"2019-05-27 09:15:54",0,0,0,0,1,0,0,0,0,0,0
2,1,123494547666976_1066461526703602,0,"2019-06-06 09:30:40",0,0,1,0,1,0,0,0,0,0,0
2,2,123494547666976_1066461526703602,0,"2019-06-05 19:00:32",0,0,0,0,1,0,0,0,0,0,0
2,3,123494547666976_1066461526703602,0,"2019-06-06 09:54:18",0,0,1,0,1,0,0,0,0,0,0
2,4,123494547666976_1066461526703602,0,"2019-06-06 09:19:18",0,0,1,0,1,0,0,0,0,0,0
2,5,123494547666976_1066461526703602,0,"2019-06-06 13:28:30",0,0,0,0,1,0,0,0,0,0,0
2,1,123494547666976_1124443657572055,0,"2019-06-05 23:17:59",0,1,1,0,0,0,0,0,0,1,0
2,2,123494547666976_1124443657572055,0,"2019-06-05 18:42:56",0,0,1,0,0,0,0,0,0,0,0
2,3,123494547666976_1124443657572055,0,"2019-06-06 10:19:05",0,0,1,0,0,0,0,0,0,1,0
2,4,123494547666976_1124443657572055,1,"2019-06-06 09:21:22",0,1,1,0,0,0,0,0,0,0,0
2,5,123494547666976_1124443657572055,0,"2019-06-06 13:23:24",0,0,1,0,1,0,0,0,0,0,0
2,1,123494547666976_1172724559410631,0,"2019-06-05 23:11:31",0,0,0,0,0,0,1,0,0,0,0
2,2,123494547666976_1172724559410631,0,"2019-06-05 18:59:04",0,0,0,0,0,0,1,0,0,0,0
2,3,123494547666976_1172724559410631,0,"2019-06-06 09:25:49",0,0,0,0,0,0,1,0,0,0,0
2,4,123494547666976_1172724559410631,0,"2019-06-06 09:32:28",0,0,1,0,0,0,1,0,0,0,0
2,5,123494547666976_1172724559410631,1,"2019-06-05 19:30:46",0,0,1,0,0,0,1,0,0,0,0
2,1,123494547666976_1172826816067072,0,"2019-06-06 09:25:07",0,0,0,0,0,0,0,0,1,0,0
2,2,123494547666976_1172826816067072,0,"2019-06-05 18:48:10",0,0,0,0,0,0,0,0,1,0,0
2,3,123494547666976_1172826816067072,0,"2019-06-06 10:06:52",0,0,0,0,1,0,0,0,1,0,0
2,4,123494547666976_1172826816067072,0,"2019-06-06 09:40:07",0,0,0,1,1,0,0,0,1,0,0
2,5,123494547666976_1172826816067072,0,"2019-06-06 13:22:25",0,0,0,0,1,0,0,0,0,0,0
2,1,123494547666976_1477705945579156,0,"2019-06-06 09:49:54",0,0,0,0,1,0,0,0,0,0,0
2,2,123494547666976_1477705945579156,0,"2019-06-05 18:47:34",0,0,0,0,1,0,0,0,1,0,0
2,3,123494547666976_1477705945579156,0,"2019-06-06 09:49:49",0,0,0,0,1,0,0,0,0,0,0
2,4,123494547666976_1477705945579156,0,"2019-06-06 09:44:11",0,0,0,0,1,0,0,0,0,0,0
2,5,123494547666976_1477705945579156,0,"2019-06-06 13:00:09",0,0,0,0,0,0,0,0,0,0,1
2,1,123494547666976_1658168470866235,0,"2019-06-06 09:22:28",0,0,1,0,1,0,0,0,1,0,0
2,2,123494547666976_1658168470866235,0,"2019-06-05 18:43:44",0,0,0,0,0,0,0,0,1,0,0
2,3,123494547666976_1658168470866235,0,"2019-06-06 10:05:13",0,0,1,0,0,0,0,0,1,0,0
2,4,123494547666976_1658168470866235,0,"2019-06-06 09:58:00",0,0,0,0,0,1,0,0,1,0,0
2,5,123494547666976_1658168470866235,0,"2019-06-05 19:14:50",0,0,1,0,0,0,0,0,1,0,0
2,1,123494547666976_1834387943244286,0,"2019-06-06 09:18:10",0,0,1,0,0,0,0,0,1,0,0
2,2,123494547666976_1834387943244286,0,"2019-06-05 18:56:08",0,0,1,0,0,0,0,0,0,0,0
2,3,123494547666976_1834387943244286,0,"2019-06-06 09:21:31",0,0,1,0,1,0,0,0,1,0,0
2,4,123494547666976_1834387943244286,0,"2019-06-06 09:53:43",1,0,0,0,0,0,0,0,1,0,0
2,5,123494547666976_1834387943244286,0,"2019-06-06 13:31:59",0,0,1,0,0,0,0,0,1,0,0
2,1,123494547666976_2484423451574062,0,"2019-06-06 09:17:39",0,0,1,0,0,0,0,0,1,0,0
2,2,123494547666976_2484423451574062,0,"2019-06-05 18:49:22",0,0,1,0,0,0,0,0,1,0,0
2,3,123494547666976_2484423451574062,0,"2019-06-06 10:05:35",0,0,1,0,1,0,0,0,1,0,0
2,4,123494547666976_2484423451574062,0,"2019-06-06 09:48:41",0,0,1,0,1,0,0,0,0,0,0
2,5,123494547666976_2484423451574062,0,"2019-06-06 13:36:13",0,0,1,0,1,0,0,0,1,0,0
2,1,123494547666976_506798452669915,0,"2019-06-06 09:28:53",0,0,0,0,0,0,0,0,0,0,1
2,2,123494547666976_506798452669915,0,"2019-06-05 18:54:25",0,0,0,0,0,0,0,0,1,0,0
2,3,123494547666976_506798452669915,0,"2019-06-06 10:19:33",0,0,0,0,0,0,0,0,0,0,1
2,4,123494547666976_506798452669915,0,"2019-06-06 09:19:40",1,0,0,0,0,0,0,0,0,0,0
2,5,123494547666976_506798452669915,0,"2019-06-06 13:32:33",0,0,0,0,0,0,0,0,0,0,1
2,1,123494547666976_538578979491862,0,"2019-06-06 09:50:18",0,0,1,0,0,0,0,0,0,0,0
2,2,123494547666976_538578979491862,0,"2019-06-05 19:01:17",0,0,1,0,0,0,0,0,0,0,0
2,3,123494547666976_538578979491862,0,"2019-06-06 10:04:41",0,0,1,0,0,0,0,0,0,0,0
2,4,123494547666976_538578979491862,0,"2019-06-06 09:30:26",0,0,1,0,0,0,0,0,0,0,0
2,5,123494547666976_538578979491862,0,"2019-06-06 13:33:12",0,0,1,0,1,0,0,0,0,0,0
2,1,123494547666976_582542595095500,0,"2019-06-06 09:58:30",0,0,0,0,1,0,0,0,0,0,0
2,2,123494547666976_582542595095500,0,"2019-06-05 18:46:32",0,0,0,0,0,0,0,0,1,0,0
2,3,123494547666976_582542595095500,0,"2019-06-06 10:26:38",0,0,0,0,1,0,0,0,1,0,0
2,4,123494547666976_582542595095500,0,"2019-06-06 09:47:41",1,0,0,0,0,0,0,0,0,0,0
2,5,123494547666976_582542595095500,0,"2019-06-06 13:29:32",0,0,0,0,1,0,0,0,0,0,0
2,1,134947113296115_276105929180232,0,"2019-06-05 23:15:47",0,0,1,0,0,0,0,0,0,0,0
2,2,134947113296115_276105929180232,0,"2019-06-05 18:50:37",0,0,1,0,0,0,0,0,0,0,0
2,3,134947113296115_276105929180232,0,"2019-06-06 09:58:03",0,0,1,0,0,0,0,0,0,0,0
2,4,134947113296115_276105929180232,0,"2019-06-06 09:42:41",1,0,1,0,0,0,0,0,0,0,0
2,5,134947113296115_276105929180232,0,"2019-06-06 12:56:40",0,0,1,0,0,0,0,0,0,0,0
2,1,134947113296115_316983645092460,1,"2019-06-06 09:49:48",0,0,1,0,1,0,0,0,1,0,0
2,2,134947113296115_316983645092460,1,"2019-06-05 18:44:19",0,0,1,0,0,0,0,0,0,0,0
2,3,134947113296115_316983645092460,1,"2019-06-06 09:54:00",0,0,1,0,0,0,0,0,1,0,0
2,4,134947113296115_316983645092460,1,"2019-06-06 09:57:25",0,0,1,0,1,0,0,0,0,0,0
2,5,134947113296115_316983645092460,1,"2019-06-06 12:59:27",0,0,1,0,1,0,0,0,0,0,0
2,1,134947113296115_338904196233738,0,"2019-06-05 23:18:26",0,0,1,0,1,0,0,0,0,0,0
2,2,134947113296115_338904196233738,0,"2019-06-05 18:48:27",0,0,1,0,0,0,0,0,0,0,0
2,3,134947113296115_338904196233738,0,"2019-06-06 10:24:01",0,0,1,0,1,0,0,0,0,0,0
2,4,134947113296115_338904196233738,0,"2019-06-06 09:54:09",0,0,1,0,1,0,0,0,0,0,0
2,5,134947113296115_338904196233738,0,"2019-06-06 13:36:45",0,0,1,0,1,0,0,0,0,0,0
2,1,134947113296115_403232296467594,0,"2019-06-06 10:17:17",1,0,0,1,0,0,0,0,1,0,0
2,2,134947113296115_403232296467594,0,"2019-06-05 18:47:15",0,0,0,0,0,0,0,0,1,0,0
2,3,134947113296115_403232296467594,0,"2019-06-06 10:17:18",1,0,0,1,0,0,0,0,1,0,0
2,4,134947113296115_403232296467594,0,"2019-06-06 09:28:49",0,1,0,0,0,1,0,0,1,0,0
2,5,134947113296115_403232296467594,0,"2019-06-06 13:27:53",1,1,0,1,0,0,0,0,1,0,0
2,1,172657786081466_1098016530212249,0,"2019-06-06 10:11:16",0,0,0,0,0,0,1,0,0,0,0
2,2,172657786081466_1098016530212249,0,"2019-06-05 18:44:46",0,0,0,0,0,0,1,0,0,0,0
2,3,172657786081466_1098016530212249,0,"2019-06-06 09:24:10",0,0,0,0,0,0,1,0,0,0,0
2,4,172657786081466_1098016530212249,0,"2019-06-06 09:53:07",0,0,0,0,0,0,1,0,0,0,0
2,5,172657786081466_1098016530212249,0,"2019-06-06 13:35:28",0,0,0,0,0,0,1,0,0,0,0
